"Timestamp","Rank the bachelors [Alex]","Rank the bachelors [Elliott]","Rank the bachelors [Harvey]","Rank the bachelors [Sam]","Rank the bachelors [Sebastian]","Rank the bachelors [Shane]","Rank the bachelorettes [Abigail]","Rank the bachelorettes [Emily]","Rank the bachelorettes [Haley]","Rank the bachelorettes [Leah]","Rank the bachelorettes [Maru]","Rank the bachelorettes [Penny]","#1 Overall","#2 Overall","#3 Overall","How do you identify as?","What is your sexual orientation?","How old are you?",""
"2018/07/22 7:33:17 am CET","#1","#2","#3","#4","#5","#6","#1","#2","#3","#4","#5","#6","Abigail","Sam","Harvey","Prefer not to say","Bisexual","19-29",""
"2018/07/22 7:37:16 am CET","#5","#3","#2","#1","#4","#6","#3","#5","#2","#1","#6","#4","Leah","Haley","Abigail","Male","Heterosexual","19-29",""
"2018/07/22 7:37:57 am CET","#6","#5","#2","#3","#1","#4","#1","#6","#2","#4","#5","#3","Abigail","Haley","Leah","Prefer not to say","Bisexual","19-29",""
"2018/07/22 7:39:17 am CET","#4","#5","#3","#6","#1","#2","#3","#4","#5","#2","#6","#1","Sebastian","Shane","Penny","Male","Homosexual","19-29",""
"2018/07/22 7:42:01 am CET","#1","#6","#5","#3","#2","#4","#4","#2","#6","#1","#5","#3","Alex","Sebastian","Leah","Male","Homosexual","15-18",""
"2018/07/22 7:43:04 am CET","#5","#2","#6","#4","#3","#1","#3","#2","#5","#1","#4","#6","Shane","Elliott","Leah","Female","Bisexual","19-29",""
"2018/07/22 7:51:49 am CET","#1","#6","#4","#3","#2","#5","#6","#4","#5","#2","#3","#1","Alex","Sebastian","Sam","Male","Bisexual","30-39",""
"2018/07/22 7:52:53 am CET","#5","#1","#3","#4","#2","#6","#2","#4","#6","#1","#3","#5","Leah","Sebastian","Maru","Prefer not to say","Bisexual","19-29",""
"2018/07/22 7:54:05 am CET","#4","#2","#3","#1","#5","#6","#2","#5","#4","#1","#6","#3","Sam","Leah","Elliott","Female","Heterosexual","30-39",""
"2018/07/22 7:54:46 am CET","#5","#6","#3","#4","#2","#1","#4","#2","#1","#6","#3","#5","Shane","Emily","Harvey","Male","Pansexual","15-18",""
"2018/07/22 7:58:43 am CET","#1","#6","#5","#2","#3","#4","#1","#3","#6","#4","#2","#5","Alex","Sam","Sebastian","Male","Homosexual","19-29",""
"2018/07/22 8:00:33 am CET","#1","#2","#5","#3","#4","#6","#1","#6","#3","#4","#5","#2","Sam","Alex","Haley","Male","Heterosexual","15-18",""
"2018/07/22 8:03:42 am CET","#6","#5","#1","#2","#3","#4","#1","#3","#4","#2","#6","#5","Abigail","Leah","Harvey","Female","Pansexual","19-29",""
"2018/07/22 8:07:55 am CET","#3","#4","#2","#6","#1","#5","#3","#4","#5","#2","#6","#1","Penny","Leah","Sebastian","Male","Heterosexual","19-29",""
"2018/07/22 8:10:08 am CET","#3","#5","#4","#2","#1","#6","#5","#4","#6","#3","#1","#2","Sebastian","Sam","Maru","Female","Heterosexual","19-29",""
"2018/07/22 8:10:09 am CET","#3","#4","#5","#2","#1","#6","#3","#5","#4","#1","#6","#2","Leah","Penny","Emily","Male","Asexual","19-29",""
"2018/07/22 8:10:24 am CET","#4","#3","#1","#6","#5","#2","#3","#4","#5","#1","#6","#2","Leah","Penny","Abigail","Male","Homosexual","19-29",""
"2018/07/22 8:10:53 am CET","#5","#1","#2","#6","#4","#3","#5","#4","#6","#2","#3","#1","Penny","Leah","Elliott","Male","Heterosexual","19-29",""
"2018/07/22 8:11:22 am CET","#5","#4","#6","#3","#2","#1","#2","#4","#6","#1","#5","#3","Shane","Sebastian","Leah","Female","Heterosexual","19-29",""
"2018/07/22 8:13:12 am CET","#3","#6","#5","#4","#2","#1","#3","#6","#4","#2","#5","#1","Penny","Leah","Abigail","Male","Heterosexual","19-29",""
"2018/07/22 8:13:18 am CET","#2","#6","#5","#3","#4","#1","#1","#5","#6","#2","#3","#4","Abigail","Leah","Shane","Male","Heterosexual","15-18",""
"2018/07/22 8:13:51 am CET","#2","#1","#4","#3","#5","#6","#4","#5","#1","#2","#6","#3","Haley","Leah","Penny","Male","Heterosexual","15-18",""
"2018/07/22 8:14:11 am CET","#5","#2","#1","#3","#4","#6","#2","#4","#5","#1","#6","#3","Leah","Abigail","Penny","Male","Heterosexual","19-29",""
"2018/07/22 8:14:31 am CET","#6","#4","#3","#5","#2","#1","#4","#3","#6","#1","#5","#2","Leah","Penny","Emily","Male","Heterosexual","19-29",""
"2018/07/22 8:15:33 am CET","#3","#4","#1","#6","#2","#5","#1","#6","#3","#4","#5","#2","Abigail","Penny","Harvey","Male","Bisexual","19-29",""
"2018/07/22 8:16:16 am CET","#6","#1","#2","#3","#4","#5","#5","#3","#6","#1","#4","#2","Leah","Penny","Elliott","Male","Heterosexual","19-29",""
"2018/07/22 8:16:30 am CET","#1","#2","#3","#4","#5","#6","#1","#3","#2","#4","#5","#6","Abigail","Sebastian","Emily","Male","Heterosexual","30-39",""
"2018/07/22 8:17:03 am CET","#6","#5","#3","#1","#2","#4","#2","#5","#1","#4","#3","#6","Sam","Haley","Abigail","Female","Bisexual","19-29",""
"2018/07/22 8:19:14 am CET","#6","#3","#2","#5","#1","#4","#3","#4","#6","#1","#2","#5","Sebastian","Leah","Abigail","Female","Bisexual","30-39",""
"2018/07/22 8:24:24 am CET","#1","#5","#6","#4","#3","#2","#2","#3","#6","#1","#5","#4","Alex","Shane","Sebastian","Male","Homosexual","19-29",""
"2018/07/22 8:27:16 am CET","#2","#1","#3","#4","#5","#6","#5","#4","#3","#2","#6","#1","Leah","Penny","Haley","Male","Heterosexual","40-49",""
"2018/07/22 8:29:43 am CET","#1","#4","#5","#2","#3","#6","#3","#6","#4","#2","#5","#1","Penny","Alex","Leah","Female","Asexual","19-29",""
"2018/07/22 8:30:04 am CET","#4","#1","#2","#3","#5","#6","#2","#4","#6","#3","#5","#1","Penny","Abigail","Elliott","Male","Heterosexual","19-29",""
"2018/07/22 8:30:09 am CET","#2","#5","#4","#3","#1","#6","#4","#1","#5","#2","#6","#3","Emily","Sebastian","Leah","Male","Heterosexual","15-18",""
"2018/07/22 8:31:26 am CET","#6","#3","#1","#4","#5","#2","#6","#3","#5","#4","#1","#2","Harvey","Maru","Shane","Male","Heterosexual","15-18",""
"2018/07/22 8:32:02 am CET","#5","#1","#2","#4","#3","#6","#4","#3","#6","#1","#5","#2","Leah","Penny","Elliott","Female","Homosexual","19-29",""
"2018/07/22 8:32:35 am CET","#5","#1","#3","#6","#2","#4","#6","#4","#5","#3","#1","#2","","","","Female","Heterosexual","40-49",""
"2018/07/22 8:36:37 am CET","#3","#5","#1","#4","#2","#6","#4","#5","#2","#1","#6","#3","Leah","Haley","Penny","Male","Heterosexual","19-29",""
"2018/07/22 8:37:09 am CET","#4","#5","#1","#6","#3","#2","#1","#4","#5","#6","#2","#3","Harvey","Abigail","Shane","Female","Heterosexual","19-29",""
"2018/07/22 8:37:38 am CET","#3","#2","#1","#4","#5","#6","#2","#6","#3","#5","#4","#1","Penny","Abigail","Harvey","Male","Heterosexual","19-29",""
"2018/07/22 8:41:32 am CET","#6","#5","#4","#3","#2","#1","#2","#5","#6","#1","#4","#3","Leah","Sebastian","Shane","Female","Heterosexual","19-29",""
"2018/07/22 8:43:15 am CET","#5","#4","#2","#6","#3","#1","#5","#2","#6","#3","#1","#4","Shane","Maru","Emily","Female","Heterosexual","30-39",""
"2018/07/22 8:44:54 am CET","#4","#5","#1","#6","#3","#2","#2","#1","#3","#4","#5","#6","Shane","Elliott","Harvey","Female","Heterosexual","19-29",""
"2018/07/22 8:47:29 am CET","#6","#5","#3","#2","#4","#1","#1","#2","#3","#4","#6","#5","Abigail","Emily","Haley","Male","Heterosexual","19-29",""
"2018/07/22 8:51:18 am CET","#6","#2","#5","#3","#1","#4","#3","#4","#6","#5","#2","#1","Penny","Abigail","Maru","Male","Heterosexual","19-29",""
"2018/07/22 8:52:03 am CET","#3","#1","#2","#4","#5","#6","#4","#5","#6","#1","#3","#2","Leah","Elliott","Penny","Female","Bisexual","30-39",""
"2018/07/22 8:52:34 am CET","#5","#2","#1","#4","#3","#6","#5","#2","#6","#1","#3","#4","Leah","Emily","Maru","Prefer not to say","Homosexual","30-39",""
"2018/07/22 8:53:18 am CET","#5","#2","#4","#3","#1","#6","#2","#5","#1","#4","#6","#3","Haley","Abigail","Sebastian","Male","Heterosexual","19-29",""
"2018/07/22 8:53:53 am CET","#2","#6","#1","#5","#3","#4","#5","#3","#6","#1","#4","#2","Leah","Penny","Emily","Male","Heterosexual","19-29",""
"2018/07/22 8:54:16 am CET","#5","#1","#3","#2","#6","#4","#2","#3","#1","#4","#6","#5","Haley","Abigail","Elliott","Male","Heterosexual","15-18",""
"2018/07/22 8:56:37 am CET","#3","#1","#4","#2","#6","#5","#6","#5","#2","#1","#4","#3","Leah","Haley","Emily","Male","Heterosexual","19-29",""
"2018/07/22 9:01:23 am CET","#2","#4","#1","#3","#5","#6","#6","#5","#2","#4","#3","#1","Penny","Haley","Maru","Male","Heterosexual","19-29",""
"2018/07/22 9:03:54 am CET","#5","#6","#3","#2","#1","#4","#3","#5","#6","#1","#4","#2","Sebastian","Leah","Penny","Male","Heterosexual","19-29",""
"2018/07/22 9:07:05 am CET","#2","#5","#6","#3","#1","#4","#2","#6","#1","#4","#3","#5","","","","","","",""
"2018/07/22 9:07:31 am CET","#4","#6","#5","#3","#2","#1","#4","#1","#3","#2","#6","#5","Emily","Leah","Shane","Male","Heterosexual","19-29",""
"2018/07/22 9:07:35 am CET","#5","#3","#1","#4","#2","#6","#5","#2","#4","#3","#6","#1","Penny","Emily","Leah","Male","Heterosexual","19-29",""
"2018/07/22 9:07:38 am CET","#2","#6","#1","#3","#5","#4","#2","#5","#6","#1","#3","#4","Harvey","Alex","Sam","Female","Heterosexual","15-18",""
"2018/07/22 9:09:06 am CET","#6","#1","#2","#4","#3","#5","#2","#6","#1","#3","#5","#4","Haley","Abigail","Leah","Male","Heterosexual","19-29",""
"2018/07/22 9:11:00 am CET","#5","#3","#2","#1","#6","#4","#6","#1","#3","#5","#2","#4","Abigail","Sebastian","Leah","Male","Heterosexual","30-39",""
"2018/07/22 9:12:57 am CET","#1","#2","#3","#4","#5","#6","#4","#6","#1","#2","#3","#5","Haley","Leah","Maru","Male","Heterosexual","19-29",""
"2018/07/22 9:13:49 am CET","#3","#4","#1","#6","#5","#2","#1","#3","#4","#2","#5","#6","Abigail","Harvey","Leah","Female","Bisexual","15-18",""
"2018/07/22 9:15:30 am CET","#1","#2","#3","#4","#5","#6","#2","#1","#3","#4","#6","#5","Emily","Abigail","Haley","Male","Heterosexual","19-29",""
"2018/07/22 9:18:25 am CET","#5","#2","#1","#4","#6","#3","#3","#6","#4","#1","#5","#2","Leah","Penny","Elliott","Female","Bisexual","19-29",""
"2018/07/22 9:19:16 am CET","#3","#1","#2","#4","#5","#6","#4","#3","#6","#2","#1","#5","Elliott","Harvey","","Female","Bisexual","30-39",""
"2018/07/22 9:27:32 am CET","#6","#5","#3","#4","#2","#1","#1","#3","#5","#2","#6","#4","Abigail","Leah","Shane","Male","Bisexual","19-29",""
"2018/07/22 9:27:51 am CET","#4","#6","#2","#5","#3","#1","#1","#4","#5","#2","#6","#3","Shane","Harvey","Abigail","Male","Homosexual","30-39",""
"2018/07/22 9:29:23 am CET","#1","#2","#3","#4","#5","#6","#3","#5","#4","#1","#2","#6","Alex","Elliott","Harvey","Female","Heterosexual","30-39",""
"2018/07/22 9:29:45 am CET","#2","#1","#4","#5","#6","#3","#6","#3","#4","#1","#5","#2","Leah","Penny","Elliott","Male","Heterosexual","15-18",""
"2018/07/22 9:30:20 am CET","#5","#6","#4","#3","#1","#2","#1","#3","#4","#2","#6","#5","Shane","Sebastian","Emily","Female","Bisexual","15-18",""
"2018/07/22 9:33:01 am CET","#6","#2","#1","#5","#3","#4","#3","#2","#6","#1","#4","#5","Harvey","Leah","Emily","Female","Heterosexual","19-29",""
"2018/07/22 9:35:00 am CET","#5","#6","#4","#3","#1","#2","#3","#5","#2","#1","#6","#4","Sebastian","Shane","Leah","Female","Heterosexual","19-29",""
"2018/07/22 9:35:27 am CET","#3","#4","#5","#2","#6","#1","#1","#4","#3","#2","#6","#5","Abigail","Leah","Shane","Male","Heterosexual","19-29",""
"2018/07/22 9:38:30 am CET","#3","#4","#6","#2","#1","#5","#1","#4","#3","#2","#6","#5","Sebastian","Sam","Elliott","Female","Heterosexual","19-29",""
"2018/07/22 9:39:54 am CET","#5","#6","#2","#4","#3","#1","#5","#6","#1","#2","#4","#3","Haley","Leah","","Male","Heterosexual","19-29",""
"2018/07/22 9:40:14 am CET","#4","#3","#1","#5","#6","#2","#5","#4","#6","#1","#3","#2","Shane","Harvey","Leah","Female","Heterosexual","15-18",""
"2018/07/22 9:42:20 am CET","#2","#3","#1","#4","#5","#6","#6","#2","#5","#3","#4","#1","Penny","Emily","Maru","Male","Heterosexual","19-29",""
"2018/07/22 9:45:49 am CET","#3","#4","#6","#1","#2","#5","#3","#2","#4","#1","#6","#5","Leah","Emily","Abigail","Male","Heterosexual","19-29",""
"2018/07/22 9:46:16 am CET","#6","#1","#2","#3","#4","#5","#2","#3","#5","#1","#4","#6","Leah","Abigail","Elliott","Male","Heterosexual","15-18",""
"2018/07/22 9:48:15 am CET","#6","#4","#3","#5","#1","#2","#2","#1","#3","#5","#6","#4","Sebastian","Shane","Emily","Female","Heterosexual","19-29",""
"2018/07/22 9:49:50 am CET","#2","#6","#1","#5","#4","#3","#5","#2","#6","#4","#3","#1","Harvey","Emily","Leah","Female","Heterosexual","19-29",""
"2018/07/22 9:51:06 am CET","#5","#6","#3","#4","#1","#2","#5","#4","#3","#1","#6","#2","Leah","Penny","Haley","Male","Heterosexual","19-29",""
"2018/07/22 9:54:45 am CET","#5","#1","#2","#4","#3","#6","#4","#6","#5","#2","#3","#1","Elliott","Harvey","Penny","Female","Heterosexual","19-29",""
"2018/07/22 9:54:50 am CET","#4","#3","#2","#1","#6","#5","#1","#5","#2","#4","#6","#3","Haley","Penny","Leah","Male","Heterosexual","15-18",""
"2018/07/22 9:56:47 am CET","#4","#1","#2","#5","#3","#6","#2","#1","#6","#3","#5","#4","Emily","Abigail","Elliott","Male","Heterosexual","19-29",""
"2018/07/22 9:57:21 am CET","#6","#4","#3","#5","#2","#1","#4","#1","#6","#2","#5","#3","Emily","Leah","Shane","Female","Heterosexual","19-29",""
"2018/07/22 9:57:31 am CET","#6","#3","#1","#5","#2","#4","#4","#2","#1","#3","#6","#5","Haley","Emily","Leah","Male","Heterosexual","19-29",""
"2018/07/22 9:59:51 am CET","#4","#6","#3","#5","#2","#1","#2","#4","#3","#1","#5","#6","Shane","Sebastian","Harvey","Female","Heterosexual","19-29",""
"2018/07/22 10:00:44 am CET","#6","#4","#3","#2","#1","#5","#1","#4","#5","#2","#3","#6","Sebastian","Sam","Abigail","Female","Bisexual","15-18",""
"2018/07/22 10:02:55 am CET","#3","#6","#4","#2","#5","#1","#4","#3","#1","#6","#2","#5","Leah","Penny","Abigail","Male","Heterosexual","19-29",""
"2018/07/22 10:02:58 am CET","#5","#4","#6","#3","#2","#1","#1","#3","#6","#4","#2","#5","Shane","Abigail","Sebastian","Female","Bisexual","19-29",""
"2018/07/22 10:04:29 am CET","#6","#2","#4","#5","#3","#1","#3","#2","#1","#5","#4","#6","Shane","Haley","Elliott","Female","Bisexual","19-29",""
"2018/07/22 10:04:49 am CET","#3","#1","#5","#2","#4","#6","#5","#2","#4","#1","#6","#3","Leah","Emily","Elliott","Male","Heterosexual","19-29",""
"2018/07/22 10:06:37 am CET","#3","#4","#1","#2","#6","#5","#6","#3","#1","#2","#4","#5","Haley","Harvey","Leah","Male","Heterosexual","15-18",""
"2018/07/22 10:06:48 am CET","#6","#3","#1","#5","#2","#4","#2","#1","#3","#6","#5","#4","Harvey","Sebastian","Haley","Female","Heterosexual","19-29",""
"2018/07/22 10:10:28 am CET","#5","#2","#1","#4","#6","#3","#4","#5","#6","#3","#1","#2","Harvey","Maru","Elliott","Female","Heterosexual","19-29",""
"2018/07/22 10:10:54 am CET","#4","#3","#6","#5","#1","#2","#3","#2","#6","#1","#5","#4","Sebastian","Shane","Elliott","Prefer not to say","Bisexual","19-29",""
"2018/07/22 10:14:38 am CET","#4","#1","#5","#2","#3","#6","#3","#4","#5","#2","#6","#1","Penny","Leah","Elliott","Male","Heterosexual","19-29",""
"2018/07/22 10:15:25 am CET","#6","#5","#3","#1","#4","#2","#4","#3","#6","#1","#5","#2","Leah","Penny","Shane","Male","Heterosexual","19-29",""
"2018/07/22 10:15:36 am CET","#6","#2","#3","#1","#4","#5","#1","#4","#2","#3","#6","#5","Haley","Abigail","Penny","Male","Asexual","15-18",""
"2018/07/22 10:16:22 am CET","#3","#4","#6","#5","#1","#2","#1","#4","#5","#2","#6","#3","Abigail","Leah","Penny","Male","Heterosexual","30-39",""
"2018/07/22 10:19:18 am CET","#6","#2","#1","#5","#4","#3","#3","#6","#4","#2","#5","#1","Penny","Leah","Abigail","Male","Heterosexual","19-29",""
"2018/07/22 10:19:32 am CET","#1","#6","#3","#2","#4","#5","#2","#4","#6","#1","#5","#3","Leah","Abigail","","Male","Heterosexual","19-29",""
"2018/07/22 10:19:45 am CET","#4","#6","#2","#3","#1","#5","#2","#3","#6","#1","#4","#5","Leah","Abigail","Sebastian","Male","Bisexual","15-18",""
"2018/07/22 10:20:06 am CET","#2","#4","#1","#3","#5","#6","#2","#4","#6","#3","#5","#1","Penny","Penny","Penny","Male","Heterosexual","15-18",""
"2018/07/22 10:25:06 am CET","#5","#4","#3","#6","#2","#1","#5","#1","#3","#2","#6","#4","Emily","Leah","Haley","Male","Heterosexual","19-29",""
"2018/07/22 10:29:33 am CET","#1","#2","#3","#4","#5","#6","#5","#4","#3","#1","#6","#2","Leah","Penny","Emily","Male","Heterosexual","19-29",""
"2018/07/22 10:31:12 am CET","#2","#3","#6","#5","#1","#4","#5","#4","#6","#1","#3","#2","Leah","Penny","Maru","Male","Heterosexual","19-29",""
"2018/07/22 10:33:19 am CET","#5","#4","#1","#3","#2","#6","#1","#5","#4","#2","#6","#3","Abigail","Leah","Harvey","Male","Heterosexual","19-29",""
"2018/07/22 10:33:49 am CET","#3","#1","#2","#5","#4","#6","#2","#5","#6","#1","#4","#3","Leah","Abigail","Penny","Male","Heterosexual","19-29",""
"2018/07/22 10:35:26 am CET","#5","#1","#4","#2","#3","#6","#3","#5","#4","#2","#6","#1","Penny","Leah","Abigail","Male","Heterosexual","19-29",""
"2018/07/22 10:41:27 am CET","#4","#3","#6","#2","#1","#5","#4","#5","#1","#2","#6","#3","Sebastian","Haley","Leah","Female","Heterosexual","19-29",""
"2018/07/22 10:42:22 am CET","#2","#3","#4","#1","#5","#6","#2","#1","#6","#4","#5","#3","Emily","Abigail","Penny","Male","Bisexual","19-29",""
"2018/07/22 10:45:55 am CET","#3","#4","#1","#2","#6","#5","#3","#4","#5","#1","#2","#6","Leah","Maru","Harvey","Male","Heterosexual","19-29",""
"2018/07/22 10:45:57 am CET","#6","#2","#4","#5","#1","#3","#5","#4","#3","#1","#2","#6","Sebastian","Elliott","Leah","Female","Heterosexual","19-29",""
"2018/07/22 10:47:26 am CET","#4","#6","#3","#2","#5","#1","#2","#3","#6","#5","#1","#4","Haley","Leah","Elliott","Non-binary","Heterosexual","30-39",""
"2018/07/22 10:56:06 am CET","#6","#3","#1","#4","#5","#2","#3","#4","#6","#1","#2","#5","Harvey","Shane","Leah","Female","Heterosexual","30-39",""
"2018/07/22 10:58:15 am CET","#2","#4","#6","#3","#5","#1","#3","#4","#6","#1","#2","#5","Leah","Maru","Abigail","Female","Homosexual","19-29",""
"2018/07/22 11:00:29 am CET","#2","#6","#5","#3","#4","#1","#1","#6","#2","#4","#3","#5","Shane","Alex","Sam","Female","Asexual","19-29",""
"2018/07/22 11:01:36 am CET","#1","#2","#3","#5","#4","#6","#3","#2","#5","#1","#4","#6","Emily","Penny","Haley","Male","Heterosexual","19-29",""
"2018/07/22 11:02:44 am CET","#6","#1","#2","#3","#4","#5","#4","#2","#6","#1","#3","#5","Leah","Elliott","Emily","Female","Bisexual","19-29",""
"2018/07/22 11:08:46 am CET","#6","#2","#4","#5","#3","#1","#6","#4","#1","#2","#3","#5","Shane","Elliott","Haley","Female","Heterosexual","19-29",""
"2018/07/22 11:10:39 am CET","#6","#3","#2","#4","#5","#1","#1","#5","#6","#2","#4","#3","Shane","Abigail","Leah","Female","Bisexual","19-29",""
"2018/07/22 11:20:03 am CET","#4","#1","#3","#2","#5","#6","#5","#1","#3","#2","#4","#6","Elliott","Emily","Sebastian","Female","Heterosexual","30-39",""
"2018/07/22 11:24:54 am CET","#4","#2","#6","#3","#1","#5","#1","#3","#6","#2","#4","#5","Sebastian","Abigail","Elliott","Non-binary","Bisexual","19-29",""
"2018/07/22 11:25:17 am CET","#5","#1","#3","#2","#6","#4","#2","#3","#1","#5","#6","#4","","","","","","",""
"2018/07/22 11:25:57 am CET","#1","#6","#3","#5","#4","#2","#2","#6","#5","#1","#4","#3","Alex","Shane","Harvey","Male","Homosexual","19-29",""
"2018/07/22 11:28:38 am CET","#6","#5","#4","#3","#2","#1","#2","#6","#4","#1","#5","#3","Leah","Abigail","Penny","Male","Heterosexual","15-18",""
"2018/07/22 11:31:15 am CET","#2","#3","#1","#6","#5","#4","#4","#6","#2","#3","#5","#1","Penny","Haley","Harvey","Male","Heterosexual","19-29",""
"2018/07/22 11:33:26 am CET","#5","#4","#3","#2","#1","#6","#3","#6","#4","#2","#5","#1","Penny","Leah","Sebastian","Female","Homosexual","19-29",""
"2018/07/22 11:34:53 am CET","#6","#2","#1","#5","#4","#3","#4","#5","#3","#1","#6","#2","Leah","Penny","Haley","Male","Heterosexual","15-18",""
"2018/07/22 11:35:04 am CET","#5","#3","#1","#4","#6","#2","#2","#3","#4","#1","#5","#6","Leah","Abigail","Shane","Male","Heterosexual","19-29",""
"2018/07/22 11:39:29 am CET","#4","#3","#2","#6","#1","#5","#1","#3","#6","#4","#5","#2","Abigail","Penny","Emily","Male","Heterosexual","19-29",""
"2018/07/22 11:39:55 am CET","#6","#5","#4","#3","#2","#1","#1","#3","#6","#4","#5","#2","Abigail","Penny","Emily","Male","Heterosexual","19-29",""
"2018/07/22 11:40:08 am CET","#3","#5","#4","#6","#2","#1","#4","#2","#5","#3","#6","#1","Shane","Penny","Sebastian","Female","Heterosexual","19-29",""
"2018/07/22 11:41:14 am CET","#5","#6","#2","#3","#4","#1","#4","#5","#2","#1","#6","#3","Leah","Haley","Penny","Male","Heterosexual","19-29",""
"2018/07/22 11:41:34 am CET","#6","#1","#2","#3","#4","#5","#5","#2","#6","#1","#3","#4","Elliott","Harvey","Leah","Female","Heterosexual","30-39",""
"2018/07/22 11:44:47 am CET","#5","#4","#2","#6","#1","#3","#1","#3","#4","#5","#2","#6","Sebastian","Harvey","Abigail","Female","Heterosexual","19-29",""
"2018/07/22 11:47:34 am CET","#2","#4","#1","#3","#6","#5","#4","#5","#6","#2","#3","#1","Penny","Leah","Maru","Male","Heterosexual","19-29",""
"2018/07/22 11:49:09 am CET","#6","#3","#1","#5","#4","#2","#3","#5","#6","#4","#1","#2","Penny","Harvey","Maru","Female","Bisexual","19-29",""
"2018/07/22 11:49:12 am CET","#6","#5","#2","#4","#3","#1","#3","#1","#6","#4","#5","#2","Emily","Shane","Penny","Male","Heterosexual","15-18",""
"2018/07/22 11:49:46 am CET","#6","#2","#4","#5","#3","#1","#2","#5","#4","#3","#6","#1","Shane","Penny","Elliott","Female","Asexual","19-29",""
"2018/07/22 11:51:00 am CET","#1","#6","#3","#4","#2","#5","#2","#5","#4","#1","#6","#3","Leah","Abigail","Penny","Male","Heterosexual","19-29",""
"2018/07/22 11:57:49 am CET","#2","#3","#5","#4","#1","#6","#1","#6","#5","#3","#2","#4","Abigail","Maru","Leah","Female","Homosexual","30-39",""
